csv_id,year_start,year_end,loc_abbrev,loc_desc,source,class,topic,question,response,data_value_unit,data_value_type_id,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,strat_cat_1,strat1,strat_cat_2,strat2,strat_cat_3,strat3,geolocation,class_id,topic_id,question_id,response_id,location_id,strat_cat_id_1,strat_id_1,strat_cat_id_2,strat_id_2,strat_cat_id_3,strat_id_3,report,id
,2019,2019,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,18.6,18.6,,,13.5,25,,Age Group,65 years or older,Gender,Female,,,POINT (-147.722059 64.84507996),C02,TNC02,Q02,,02,AGE,65PLUS,GENDER,FEMALE,,,,758
,2016,2016,AK,Alaska,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Gender,Female,,,POINT (-147.722059 64.84507996),C06,TCC03,Q41,,02,AGE,5064,GENDER,FEMALE,,,,759
,2017,2017,AK,Alaska,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,22.8,22.8,,,17.6,28.9,,Age Group,50-64 years,Gender,Male,,,POINT (-147.722059 64.84507996),C04,TAC03,Q21,,02,AGE,5064,GENDER,MALE,,,,760
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C03,TSC10,Q10,,02,AGE,65PLUS,RACE,BLK,,,,761
,2017,2017,AK,Alaska,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C03,TSC06,Q14,,02,AGE,5064,RACE,ASN,,,,762
,2016,2016,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7.4,7.4,,,6.5,8.2,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC03,Q35,,04,AGE,5064,RACE,WHT,,,,763
,2019,2019,AL,Alabama,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C03,TSC04,Q19,,01,AGE,AGE_OVERALL,RACE,ASN,,,,764
,2015,2015,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C02,TNC04,Q13,,01,AGE,AGE_OVERALL,RACE,HIS,,,,765
,2015,2015,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,AGE_OVERALL,RACE,BLK,,,,766
,2015,2015,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,AGE_OVERALL,RACE,HIS,,,,767
,2018,2018,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,29.5,29.5,,,25.1,34.3,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C02,TNC04,Q13,,02,AGE,65PLUS,RACE,WHT,,,,768
,2018,2018,AL,Alabama,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,88.9,88.9,,,83.7,92.6,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC01,Q12,,01,AGE,5064,RACE,BLK,,,,769
,2018,2018,AL,Alabama,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7.3,7.3,,,6.5,8.1,,Age Group,65 years or older,,,,,POINT (-86.63186076 32.84057112),C01,TOC03,Q35,,01,AGE,65PLUS,OVERALL,OVERALL,,,,770
,2015,2015,AK,Alaska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,66.1,66.1,,,52.1,77.7,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C01,TOC08,Q33,,02,AGE,65PLUS,RACE,NAA,,,,771
,2017,2017,AK,Alaska,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,32.8,32.8,,,22,45.9,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C03,TSC08,Q18,,02,AGE,5064,RACE,NAA,,,,772
,2017,2017,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7.3,7.3,,,6.5,8.2,,Age Group,65 years or older,Gender,Male,,,POINT (-111.7638113 34.86597028),C01,TOC03,Q35,,04,AGE,65PLUS,GENDER,MALE,,,,773
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,60.0,60.0,,,50.1,69.1,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C01,TOC08,Q33,,04,AGE,AGE_OVERALL,RACE,NAA,,,,774
,2020,2020,AK,Alaska,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8.1,8.1,,,4.8,11.4,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C01,TOC03,Q35,,02,AGE,65PLUS,RACE,NAA,,,,775
,2015,2015,AZ,Arizona,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,79.9,79.9,,,66.6,88.7,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C03,TSC06,Q14,,04,AGE,AGE_OVERALL,RACE,NAA,,,,776
,2017,2017,AL,Alabama,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C03,TSC09,Q09,,01,AGE,AGE_OVERALL,RACE,HIS,,,,777
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C01,TOC12,Q44,,04,AGE,65PLUS,RACE,ASN,,,,778
,2015,2015,AZ,Arizona,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,7.2,7.2,,,5.9,8.8,,Age Group,65 years or older,Gender,Female,,,POINT (-111.7638113 34.86597028),C05,TMC01,Q03,,04,AGE,65PLUS,GENDER,FEMALE,,,,779
,2015,2015,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,27.2,27.2,,,22.1,32.9,,Age Group,50-64 years,Gender,Male,,,POINT (-147.722059 64.84507996),C02,TNC01,Q01,,02,AGE,5064,GENDER,MALE,,,,780
,2020,2020,AK,Alaska,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C03,TSC10,Q10,,02,AGE,AGE_OVERALL,RACE,HIS,,,,781
,2015,2015,AK,Alaska,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.0,6.0,,,4.7,7.3,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC03,Q35,,02,AGE,5064,RACE,WHT,,,,782
,2017,2017,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,6.8,6.8,,,5.9,7.7,,Age Group,65 years or older,Gender,Male,,,POINT (-86.63186076 32.84057112),C01,TOC01,Q08,,01,AGE,65PLUS,GENDER,MALE,,,,783
,2019,2019,AZ,Arizona,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,10.8,10.8,,,7.5,15.2,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C05,TMC01,Q03,,04,AGE,AGE_OVERALL,RACE,HIS,,,,784
,2017,2017,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,15.0,15.0,,,13.2,17,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C05,TMC03,Q27,,04,AGE,5064,GENDER,MALE,,,,785
,2015,2020,AZ,Arizona,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C07,TGC05,Q40,,04,AGE,65PLUS,RACE,HIS,,,,786
,2019,2019,AK,Alaska,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.8,4.8,,,3.5,6.2,,Age Group,50-64 years,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC01,Q08,,02,AGE,5064,GENDER,MALE,,,,787
,2015,2020,AK,Alaska,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,21.5,21.5,,,17.8,25.7,,Age Group,65 years or older,,,,,POINT (-147.722059 64.84507996),C07,TGC01,Q36,,02,AGE,65PLUS,OVERALL,OVERALL,,,,788
,2018,2018,AL,Alabama,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,19.0,19.0,,,16.7,21.5,,Age Group,Overall,Gender,Male,,,POINT (-86.63186076 32.84057112),C05,TMC03,Q27,,01,AGE,AGE_OVERALL,GENDER,MALE,,,,789
,2020,2020,AL,Alabama,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C04,TAC03,Q21,,01,AGE,65PLUS,RACE,NAA,,,,790
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C03,TSC11,Q11,,04,AGE,5064,RACE,ASN,,,,791
,2018,2018,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,9.8,9.8,,,7.8,12.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,AGE_OVERALL,RACE,WHT,,,,792
,2020,2020,AR,Arkansas,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-92.27449074 34.74865012),C03,TSC09,Q09,,05,AGE,65PLUS,RACE,NAA,,,,793
,2017,2017,AZ,Arizona,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,11.3,11.3,,,6.8,18.1,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C05,TMC01,Q03,,04,AGE,5064,RACE,NAA,,,,794
,2020,2020,AL,Alabama,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,4.5,4.5,,,3,6.9,,Age Group,65 years or older,Gender,Male,,,POINT (-86.63186076 32.84057112),C04,TAC03,Q21,,01,AGE,65PLUS,GENDER,MALE,,,,795
,2018,2018,AL,Alabama,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C04,TAC01,Q17,,01,AGE,65PLUS,RACE,ASN,,,,849
,2020,2020,AL,Alabama,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC10,Q46,,01,AGE,65PLUS,RACE,ASN,,,,796
,2020,2020,AK,Alaska,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C06,TCC02,Q31,,02,AGE,65PLUS,RACE,NAA,,,,797
,2015,2015,AL,Alabama,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,70.5,70.5,,,67.4,73.4,,Age Group,65 years or older,Gender,Female,,,POINT (-86.63186076 32.84057112),C03,TSC09,Q09,,01,AGE,65PLUS,GENDER,FEMALE,,,,798
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C03,TSC09,Q09,,02,AGE,5064,RACE,BLK,,,,799
,2015,2015,AZ,Arizona,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C03,TSC09,Q09,,04,AGE,5064,RACE,BLK,,,,800
,2016,2016,AZ,Arizona,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,57.5,57.5,,,53.1,61.8,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C03,TSC02,Q15,,04,AGE,5064,GENDER,MALE,,,,801
,2017,2017,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,12.9,12.9,,,11.6,14.3,,Age Group,Overall,Gender,Male,,,POINT (-111.7638113 34.86597028),C04,TAC03,Q21,,04,AGE,AGE_OVERALL,GENDER,MALE,,,,802
,2019,2019,AL,Alabama,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,18.9,18.9,,,15.8,22.4,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076 32.84057112),C05,TMC03,Q27,,01,AGE,5064,GENDER,MALE,,,,803
,2018,2018,AL,Alabama,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-86.63186076 32.84057112),C01,TOC05,Q07,,01,AGE,65PLUS,RACE,HIS,,,,804
,2017,2017,AK,Alaska,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C07,TGC05,Q40,,02,AGE,5064,RACE,HIS,,,,805
,2020,2020,AR,Arkansas,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-92.27449074 34.74865012),C02,TNC03,Q16,,05,AGE,65PLUS,RACE,NAA,,,,806
,2018,2018,AL,Alabama,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,15.7,15.7,,,11.5,21.2,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C05,TMC03,Q27,,01,AGE,65PLUS,RACE,BLK,,,,807
,2019,2019,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,36.4,36.4,,,25,49.5,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C02,TNC03,Q16,,04,AGE,5064,RACE,NAA,,,,808
,2017,2017,AZ,Arizona,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,67.9,67.9,,,66.5,69.2,,Age Group,Overall,,,,,POINT (-111.7638113 34.86597028),C03,TSC04,Q19,,04,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,809
,2018,2018,AK,Alaska,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,65.6,65.6,,,60.1,70.7,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC09,Q34,,02,AGE,5064,RACE,WHT,,,,810
,2017,2017,AK,Alaska,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C07,TGC01,Q36,,02,AGE,65PLUS,RACE,ASN,,,,811
,2018,2018,AZ,Arizona,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,5.5,5.5,,,4.9,6.1,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC01,Q08,,04,AGE,65PLUS,RACE,WHT,,,,812
,2020,2020,AZ,Arizona,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,70.3,70.3,,,67.9,72.6,,Age Group,Overall,Gender,Female,,,POINT (-111.7638113 34.86597028),C01,TOC09,Q34,,04,AGE,AGE_OVERALL,GENDER,FEMALE,,,,888
,2015,2015,AK,Alaska,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C03,TSC06,Q14,,02,AGE,5064,RACE,HIS,,,,813
,2019,2019,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,29.6,29.6,,,19.8,41.6,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C01,TOC11,Q43,,04,AGE,5064,RACE,NAA,,,,814
,2018,2018,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,65PLUS,RACE,NAA,,,,815
,2020,2020,AK,Alaska,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,3.9,3.9,,,3.4,4.5,,Age Group,Overall,,,,,POINT (-147.722059 64.84507996),C01,TOC01,Q08,,02,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,816
,2020,2020,AR,Arkansas,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,35.8,35.8,,,32.6,39.1,,Age Group,Overall,Gender,Male,,,POINT (-92.27449074 34.74865012),C02,TNC04,Q13,,05,AGE,AGE_OVERALL,GENDER,MALE,,,,817
,2015,2020,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,30.5,30.5,,,23.2,38.9,,Age Group,65 years or older,,,,,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,,04,AGE,65PLUS,OVERALL,OVERALL,,,,818
,2015,2020,AK,Alaska,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,,%,PRCTG,Percentage,18.4,18.4,,,10.5,30.2,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C07,TGC02,Q37,,02,AGE,5064,RACE,NAA,,,,819
,2019,2019,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,25.2,25.2,,,20.9,30,,Age Group,65 years or older,,,,,POINT (-147.722059 64.84507996),C02,TNC03,Q16,,02,AGE,65PLUS,OVERALL,OVERALL,,,,820
,2020,2020,AZ,Arizona,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C03,TSC01,Q12,,04,AGE,5064,RACE,BLK,,,,821
,2015,2015,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,38.6,38.6,,,25.5,53.6,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C02,TNC04,Q13,,04,AGE,AGE_OVERALL,RACE,NAA,,,,822
,2015,2015,AK,Alaska,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,85.5,85.5,,,81.8,88.6,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C03,TSC06,Q14,,02,AGE,5064,RACE,WHT,,,,823
,2016,2016,AL,Alabama,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C01,TOC09,Q34,,01,AGE,65PLUS,RACE,NAA,,,,824
